67	01	111
68	10	000
69	01	101
70	01	101
71	01	101
72	01	110
73	01	101
74	01	111
75	01	000
76	01	000
77	01	011
78	10	000
79	10	001
80	01	101
81	01	101
66	10	010
82	10	101
83	01	101
84	10	111
85	01	101
86	01	101
87	10	000
88	01	101
89	10	001
90	01	011
91	01	101
92	01	000
93	01	101
94	10	000
95	10	101
96	10	000
97	01	101
98	10	000
99	01	101
100	01	101
101	01	001
102	10	111
103	10	101
104	01	101
105	01	000
106	01	111
107	01	000
108	01	101
109	10	111
110	01	101
111	10	101
112	01	001
113	10	111
114	10	011
115	10	101
116	01	100
117	10	000
118	10	111
119	10	000
120	01	000
121	01	101
122	10	111
123	01	110
124	01	111
125	10	111
126	10	100
127	10	100
128	10	100
129	01	100
130	01	101
131	01	101
132	10	101
133	01	101
134	10	101
135	01	101
136	01	101
137	01	110
138	01	101
139	01	011
140	01	100
141	01	100
142	01	100
143	00	101
144	10	000
145	01	100
146	10	111
147	10	111
148	01	101
149	10	101
150	10	101
151	01	101
152	10	000
153	01	101
154	10	000
155	01	000
156	10	000
157	01	011
158	01	110
159	01	101
160	10	111
161	01	101
162	10	000
163	01	000
164	01	000
165	10	000
166	01	111
167	01	110
168	01	101
169	01	101
170	10	101
171	01	101
172	01	000
173	01	110
174	01	101
175	01	101
176	10	000
177	10	001
178	01	000
179	01	101
180	10	101
181	01	101
182	10	101
183	10	100
184	01	101
185	01	111
186	01	101
187	01	101
188	10	100
189	01	101
190	01	101
191	01	000
192	10	101
193	01	111
194	10	101
195	10	101
196	01	000
197	10	000
198	01	101
199	10	101
200	01	100
201	10	111
202	01	000
203	01	101
65	01	010
204	01	101
205	10	001
206	01	101
207	10	100
208	01	101
209	10	001
210	01	001
64	01	010
211	10	101
212	00	101
213	10	101
214	10	111
215	01	000
216	01	111
217	01	101
218	10	000
219	10	101
220	01	101
221	01	111
222	01	100
223	01	101
224	01	111
225	01	101
226	10	001
63	01	010
227	01	000
228	01	100
229	01	000
230	10	111
231	01	100
232	01	101
233	01	101
234	01	111
235	01	101
236	01	101
237	01	000
238	01	001
239	01	101
240	10	101
241	10	101
242	10	101
243	01	111
244	01	000
245	10	110
246	10	101
247	01	000
248	01	000
249	10	000
62	01	010
250	01	101
251	01	000
252	10	000
253	01	000
254	01	101
255	01	001
256	10	111
257	00	000
258	01	110
259	01	111
260	10	111
261	01	101
262	01	101
263	00	101
264	01	011
265	10	101
266	01	110
267	10	101
268	01	111
269	10	101
270	01	111
271	01	101
272	10	101
273	01	101
274	01	101
275	10	111
276	01	001
61	01	010
277	01	000
278	10	000
279	01	100
280	01	101
281	01	101
282	01	101
283	10	101
284	10	100
285	01	101
286	01	101
287	01	101
288	10	101
289	10	000
290	10	101
291	01	000
292	10	000
293	01	101
294	10	111
295	10	101
296	10	000
297	10	100
298	00	101
299	01	000
300	10	101
301	10	110
302	01	000
303	01	000
304	10	000
305	01	000
60	10	010
306	10	000
307	01	111
308	01	101
309	01	111
310	10	101
311	10	000
312	10	111
313	10	100
314	01	110
315	01	111
316	10	111
317	10	101
318	01	101
319	01	000
320	01	000
321	01	111
322	01	000
323	01	111
324	10	000
325	01	101
326	01	110
327	01	001
328	01	100
329	10	111
330	10	000
331	01	101
332	00	111
333	10	111
334	01	101
335	01	000
336	01	101
337	01	000
338	10	001
339	10	101
340	01	000
341	01	101
342	01	100
343	01	111
344	01	000
345	01	101
346	01	000
347	10	000
348	01	101
349	01	101
350	01	101
351	01	111
352	10	000
353	01	101
354	01	000
355	01	101
356	10	101
357	01	101
358	10	100
359	01	110
360	10	101
361	10	101
362	10	110
363	10	000
364	10	000
365	01	000
366	01	000
367	01	110
368	01	101
369	10	110
370	10	000
371	01	000
372	01	000
373	01	101
374	01	101
375	10	000
376	10	000
377	01	110
378	01	101
379	10	101
380	01	111
381	01	000
382	10	000
383	01	111
384	01	000
385	01	000
386	01	101
387	10	000
388	01	101
389	01	000
390	10	111
391	01	110
392	01	101
393	10	001
394	10	101
395	01	111
396	10	111
397	10	000
398	10	101
399	01	111
400	10	101
401	10	101
402	01	101
403	01	000
404	01	101
405	10	100
406	01	111
407	01	100
408	01	111
409	01	101
410	01	011
411	01	111
412	01	111
413	10	000
414	01	111
415	01	111
416	10	100
417	01	001
418	00	000
419	01	110
420	10	000
421	01	101
422	10	111
423	01	111
424	01	110
425	01	111
426	01	000
427	01	111
428	01	111
429	01	111
430	10	111
431	10	000
432	01	000
433	10	111
434	01	111
435	01	100
436	01	111
437	01	000
438	01	111
439	10	111
440	01	001
441	10	000
442	01	101
443	01	111
444	01	000
445	10	100
446	10	110
447	01	111
448	01	111
449	01	000
450	10	100
59	01	010
451	10	110
58	10	010
452	01	110
453	01	111
454	01	101
455	01	111
456	01	111
457	10	111
458	01	111
459	01	000
460	01	111
461	01	111
57	01	010
462	01	111
463	01	101
464	01	111
465	01	111
466	01	000
467	10	000
468	10	101
469	10	000
470	01	000
471	01	111
472	01	111
473	10	111
474	10	000
475	01	101
476	01	111
477	01	111
478	01	111
479	01	101
480	10	111
481	01	000
482	01	000
56	01	010
483	01	111
484	01	111
55	10	010
485	01	000
486	01	000
487	01	111
488	01	111
489	01	111
490	01	111
491	01	000
492	01	101
493	01	111
494	01	111
495	01	110
496	01	110
497	10	000
498	01	101
499	01	111
54	01	010
500	10	100
501	00	000
502	01	000
53	01	010
503	01	111
504	01	111
505	01	111
506	10	100
507	01	111
508	01	111
509	01	111
510	01	101
511	01	111
512	01	000
513	01	111
514	10	100
515	01	111
516	10	000
517	01	000
518	01	000
519	01	101
520	01	100
521	10	000
522	01	110
523	01	001
524	01	111
525	10	000
526	10	110
527	01	111
528	01	111
529	01	000
530	01	111
531	01	111
532	01	111
533	01	111
534	01	111
535	01	100
536	01	111
537	01	101
538	01	110
539	01	101
540	01	110
541	01	111
542	01	111
543	01	110
544	01	110
545	10	000
546	01	111
547	01	101
548	01	001
549	01	111
550	10	111
551	10	101
552	10	000
553	01	000
554	01	110
555	01	101
556	10	111
557	01	101
558	01	000
559	01	100
52	01	010
560	01	111
561	01	000
562	01	111
563	01	011
564	01	111
565	01	000
566	01	111
567	01	111
568	01	111
569	01	110
570	01	111
571	01	111
572	01	111
573	10	000
574	01	101
575	01	111
576	10	111
577	01	111
578	01	000
579	00	000
51	10	010
580	01	000
581	01	111
582	01	110
583	01	111
584	01	111
585	01	111
586	01	111
587	01	000
588	10	111
589	01	111
590	01	110
591	01	111
592	01	111
593	10	110
594	01	111
595	01	111
596	01	111
597	01	111
598	10	111
599	10	111
600	01	110
601	01	101
602	01	111
603	01	000
604	10	111
605	01	000
606	10	111
607	01	111
608	01	111
609	01	111
610	01	111
611	10	110
612	01	101
613	01	101
614	01	110
50	10	010
615	10	000
616	10	111
617	10	111
618	01	000
619	01	111
620	01	111
621	10	101
622	10	101
623	01	101
624	10	101
625	01	111
626	10	101
627	10	111
628	01	101
629	01	111
630	10	111
631	01	000
632	01	111
633	01	101
634	10	101
635	01	111
636	10	000
637	10	110
638	01	111
639	01	101
640	10	111
641	10	111
642	01	111
643	01	101
644	01	110
645	10	101
646	01	111
647	01	001
648	01	101
649	10	101
650	01	100
651	00	111
652	00	000
653	01	111
654	01	111
655	01	101
656	01	111
657	00	000
658	01	101
49	01	010
48	01	010
659	01	101
660	10	111
661	10	000
662	01	110
663	10	000
664	10	101
665	01	111
666	01	101
667	01	111
668	01	000
669	10	101
670	01	101
671	10	000
672	10	000
673	01	101
674	01	111
675	01	111
676	01	110
677	10	111
678	01	101
679	01	101
680	01	110
681	01	101
682	01	111
683	10	110
684	10	101
685	01	000
686	00	000
687	01	111
688	10	101
689	10	111
690	01	000
691	01	111
692	01	111
693	01	101
694	01	111
695	01	111
696	10	101
697	01	110
698	10	100
699	01	000
700	10	110
701	01	111
702	01	111
703	01	101
704	01	110
705	01	101
706	01	101
707	10	000
708	10	000
709	01	100
710	01	111
711	10	101
712	01	101
713	01	111
714	01	101
715	10	000
716	00	000
717	01	000
718	01	110
719	01	111
720	10	000
721	01	111
722	00	000
723	01	110
724	01	110
725	01	111
726	01	101
727	10	111
728	01	111
729	01	111
730	01	111
731	01	000
732	01	111
733	10	111
734	10	110
735	01	101
736	01	101
737	10	110
738	01	101
739	10	000
740	01	011
741	10	000
742	01	000
743	01	101
744	01	000
745	10	100
746	01	000
47	01	010
747	01	000
748	01	001
46	10	010
749	10	001
750	10	000
751	10	101
752	01	100
753	10	111
754	01	000
755	10	101
756	10	001
757	10	000
758	01	000
759	10	111
760	10	100
761	01	110
762	10	000
763	10	100
764	10	111
765	10	101
766	10	001
767	01	000
768	01	100
769	01	101
770	01	000
771	01	000
772	01	101
773	01	000
774	10	101
775	01	000
776	01	101
777	01	101
778	10	011
779	00	111
780	00	000
781	01	100
782	00	111
783	10	100
784	01	100
785	10	000
786	10	101
787	10	111
788	10	000
789	10	100
790	01	100
791	10	101
45	10	010
792	01	101
793	01	011
794	10	111
795	01	100
796	10	000
797	01	101
798	10	000
799	10	101
800	10	111
801	10	000
802	10	011
803	00	000
804	10	101
805	01	110
806	01	000
807	01	000
808	01	000
809	10	101
810	10	101
811	01	101
812	01	000
813	10	000
814	01	101
815	10	000
816	01	000
817	10	000
818	01	000
819	01	101
820	01	100
821	01	110
822	01	000
823	10	111
824	10	000
825	10	110
826	10	001
827	10	000
828	10	000
829	00	000
44	01	010
830	10	101
831	10	001
832	10	111
43	10	010
833	10	001
834	10	000
835	10	011
836	10	000
837	10	000
838	10	000
839	01	011
840	01	101
841	10	000
842	10	100
843	10	000
844	10	000
845	01	101
846	01	000
847	01	101
848	10	000
849	01	000
850	10	101
851	10	100
852	10	011
853	01	000
854	10	101
855	00	000
856	10	111
857	10	000
858	10	000
859	01	000
860	10	000
861	01	101
862	10	000
863	10	101
864	10	101
865	10	101
866	10	000
867	10	000
868	01	111
869	10	101
870	10	000
871	10	101
872	01	111
873	00	000
874	01	101
875	01	101
876	01	000
877	01	101
878	10	000
879	10	000
880	10	000
881	10	111
882	01	111
883	01	000
884	00	000
885	10	000
886	10	000
887	10	000
888	10	000
889	01	101
890	01	000
891	10	000
892	01	101
893	01	000
894	10	101
895	10	000
896	10	001
897	10	100
898	10	000
899	01	111
900	01	000
901	01	000
902	01	111
903	01	111
904	10	111
905	01	111
906	01	101
907	01	000
908	01	100
909	01	000
910	10	110
42	01	010
911	01	000
912	01	101
913	10	100
914	10	000
915	01	011
916	01	011
917	00	000
918	01	100
919	01	111
920	01	000
921	01	000
922	10	000
923	01	101
924	10	000
925	01	000
926	10	101
927	10	011
928	10	000
929	01	000
930	01	111
931	01	000
932	10	101
933	01	000
934	01	000
935	01	110
936	01	000
937	01	101
938	01	111
939	10	000
940	01	101
941	10	000
942	01	110
943	01	000
944	01	101
945	01	000
946	01	011
947	01	100
948	01	000
949	10	000
950	10	111
951	01	111
952	10	000
953	10	000
954	01	000
955	01	111
956	01	111
957	01	111
958	10	101
959	01	101
960	10	110
961	10	101
962	10	101
963	01	101
964	01	101
965	10	000
966	01	101
967	10	111
968	01	000
969	01	000
41	01	010
970	01	000
971	01	111
972	01	111
973	01	101
974	10	111
975	01	111
976	01	111
977	01	110
978	10	101
979	10	000
980	01	111
981	01	100
982	10	101
983	01	111
984	01	100
985	01	101
986	01	101
987	10	110
988	10	111
989	01	110
990	01	101
991	01	111
992	01	011
993	01	101
994	10	101
995	10	101
996	01	000
997	01	011
998	01	101
999	01	000
1000	10	100
1001	01	101
1002	01	111
1003	01	111
1004	01	111
1005	01	101
1006	10	101
1007	01	101
1008	10	000
1009	01	111
1010	01	000
40	01	010
1011	01	101
1012	10	000
1013	01	000
1014	10	101
1015	01	111
1016	01	111
1017	01	100
1018	01	101
1019	01	101
1020	01	101
1021	01	101
1022	10	000
1023	10	000
1024	01	001
1025	01	001
1026	01	101
1027	01	101
1028	01	101
1029	10	101
1030	01	000
1031	00	000
1032	01	101
1033	10	101
1034	10	101
1035	01	101
1036	01	000
1037	01	101
1038	01	101
1039	10	101
1040	10	001
1041	10	101
1042	10	000
1043	01	111
1044	10	101
1045	01	101
1046	01	011
1047	01	101
1048	01	101
1049	10	001
